
 1.00628727048625e+000    1.44621874058451e-002
 1.00889404657155e+000    3.25399216631516e-002
 1.01110247980672e+000    4.06749020789394e-002
 1.01391336789207e+000    5.06176559204580e-002
 1.01697522204345e+000    6.14642964748418e-002
 1.01938367852695e+000    7.23109370292257e-002
 1.02164135093326e+000    8.31575775836095e-002
 1.02299636325221e+000    8.85808978608015e-002
 1.02470252362602e+000    9.58119915637240e-002
 1.02615874012173e+000    9.94275384151853e-002
 1.02701113885001e+000    1.04850858692377e-001
 1.02851591305824e+000    1.12985839108165e-001
 1.03012325436046e+000    1.15697499246761e-001
 1.03137774396128e+000    1.21120819523953e-001
 1.03278131399275e+000    1.31063573365472e-001
 1.03513950911719e+000    1.41910213919855e-001
 1.03694653293844e+000    1.48237420909913e-001
 1.03960629621728e+000    1.59084061464296e-001
 1.04216519604868e+000    1.70834588731546e-001
 1.04417088020103e+000    1.83489002711660e-001
 1.04667985940267e+000    1.94335643266044e-001
 1.04838431612993e+000    2.06086170533293e-001
 1.05049120445903e+000    2.16932811087677e-001
 1.05350211579272e+000    2.29587225067792e-001
 1.05626206106039e+000    2.41337752335041e-001
 1.05841955147787e+000    2.51280506176559e-001
 1.06032607582932e+000    2.60319373305212e-001
 1.06213207746264e+000    2.69358240433866e-001
 1.06363685167087e+000    2.77493220849654e-001
 1.06529240995630e+000    2.85628201265441e-001
 1.06729877556727e+000    2.96474841819825e-001
 1.06960807224988e+000    3.03705935522748e-001
 1.07181446110919e+000    3.17264236215728e-001
 1.07406940768101e+000    3.35341970473034e-001
 1.07602653412085e+000    3.43476950888822e-001
 1.07753164905838e+000    3.50708044591745e-001
 1.07928670787402e+000    3.61554685146128e-001
 1.08119289149616e+000    3.71497438987647e-001
 1.08304881375924e+000    3.81440192829165e-001
 1.08485345247532e+000    3.94094606809280e-001
 1.08660782983233e+000    4.06749020789394e-001
 1.08871403670282e+000    4.19403434769509e-001
 1.09026805008218e+000    4.30250075323893e-001
 1.09217423370433e+000    4.40192829165411e-001
 1.09448182674039e+000    4.51943356432660e-001
 1.09633672681554e+000    4.64597770412775e-001
 1.09783911591859e+000    4.79059957818620e-001
 1.10009542540766e+000    4.93522145224465e-001
 1.10275518868650e+000    5.04368785778849e-001
 1.10455880521465e+000    5.19734859897560e-001
 1.10681647762096e+000    5.30581500451943e-001
 1.10897226439189e+000    5.45043687857788e-001
 1.11067603966053e+000    5.58601988550768e-001
 1.11323153219883e+000    5.79391382946671e-001
 1.11553742158834e+000    5.95661343778246e-001
 1.11849364208194e+000    6.20066285025610e-001
 1.12069730510677e+000    6.40855679421513e-001
 1.12240108037541e+000    6.54413980114492e-001
 1.12490494863740e+000    6.78818921361856e-001
 1.12675746360738e+000    6.97800542332028e-001
 1.12866194358298e+000    7.12262729737873e-001
 1.13061361835386e+000    7.34859897559506e-001
 1.13261589521311e+000    7.56553178668274e-001
 1.13436652454771e+000    7.79150346489907e-001
 1.13641906276603e+000    8.00843627598674e-001
 1.13852288453135e+000    8.19825248568846e-001
 1.14062295827426e+000    8.48749623380536e-001
 1.14322326050267e+000    8.84001205182284e-001
 1.14517425381493e+000    9.08406146429647e-001
 1.14637439330496e+000    9.24676107261223e-001
 1.14832266078274e+000    9.56312142211510e-001
 1.14981857602891e+000    9.87948177161796e-001
 1.15116677376167e+000    1.01144923169629e+000
 1.15261310910740e+000    1.04127749322085e+000
 1.15346107835466e+000    1.05845134076529e+000
 1.15465474398781e+000    1.09189514914131e+000
 1.15609460547665e+000    1.13889725821030e+000
 1.15723835048004e+000    1.17143717987346e+000
 1.15817457619028e+000    1.22115094908105e+000
 1.15926022306049e+000    1.27448026514010e+000
 1.15933962056142e+000    1.33052124133775e+000
 1.15912017574242e+000    1.37933112383248e+000
 1.15859882203972e+000    1.42904489304007e+000
 1.15807644614908e+000    1.48147032238626e+000
 1.15766242975070e+000    1.51310635733655e+000
 1.15715163865660e+000    1.53479963844531e+000
 1.15643980212622e+000    1.55649291955408e+000
 1.15587670529719e+000    1.58360952094004e+000
 1.15516589095475e+000    1.60259114191021e+000
 1.15450533797137e+000    1.62157276288039e+000
 1.15343860536374e+000    1.65140102440494e+000
 1.15287857509850e+000    1.67038264537511e+000
 1.15221836284443e+000    1.68846037963242e+000
 1.15110409471221e+000    1.71105754745405e+000
 1.15029071327577e+000    1.73546248870142e+000
 1.14947971694450e+000    1.75354022295872e+000
 1.14856887935372e+000    1.76981018379030e+000
 1.14755615612756e+000    1.78969569147334e+000
 1.14679712480191e+000    1.80325399216632e+000
 1.14568490104555e+000    1.82042783971076e+000
 1.14492212169749e+000    1.84392889424525e+000
 1.14289974180896e+000    1.87556492919554e+000
 1.14158272459392e+000    1.90268153058150e+000
 1.13996550214172e+000    1.92618258511600e+000
 1.13854966585509e+000    1.94877975293763e+000
 1.13647736533681e+000    1.97951190117505e+000
 1.13470935880741e+000    2.00301295570955e+000
 1.13303948989097e+000    2.03284121723411e+000
 1.13141988233360e+000    2.06266947875866e+000
 1.12950211391492e+000    2.08345887315456e+000
 1.12637057683382e+000    2.12413377523350e+000
 1.12465283166349e+000    2.14763482976800e+000
 1.12313647265873e+000    2.17023199758964e+000
 1.12116571704651e+000    2.19825248568846e+000
 1.11909341652822e+000    2.22898463392588e+000
 1.11707444393280e+000    2.25158180174751e+000
 1.11480246089548e+000    2.27869840313347e+000
 1.11268092120606e+000    2.30671889123230e+000
 1.11025508752776e+000    2.34197047303405e+000
 1.10848776245697e+000    2.36366375414281e+000
 1.10576070135358e+000    2.39801144923170e+000
